PTDSS1,DN,-0.948342633,0.176167134,-5.383198392,7.32E-08,-1.293623872,-0.603061395,FE,-0.985717277,3.95E-05
EN1,DN,-0.933677074,0.175658292,-5.315303165,1.06E-07,-1.277960999,-0.589393149,FE,-1.05475354,5.25E-05
MATN3,DN,-0.932491941,0.175444013,-5.315039971,1.07E-07,-1.276355887,-0.588627995,FE,-0.953472621,5.25E-05
CADPS2,DN,-0.93657562,0.176730387,-5.299460029,1.16E-07,-1.282960813,-0.590190427,FE,-1.009851665,5.48E-05
TRAPPC2L,DN,-0.913480081,0.173350993,-5.269540524,1.37E-07,-1.253241783,-0.573718378,FE,-0.910852658,6.20E-05
REEP1,DN,-0.92040527,0.175395838,-5.247588996,1.54E-07,-1.264174796,-0.576635744,FE,-0.996459728,6.72E-05
YWHAZ,DN,-0.924096555,0.176531161,-5.234750332,1.65E-07,-1.270091273,-0.578101837,FE,-1.036514584,6.94E-05
OPA1,DN,-0.917282537,0.175698839,-5.220766067,1.78E-07,-1.261645933,-0.57291914,FE,-0.968131209,7.21E-05
LRRN3,DN,-0.900614543,0.174465602,-5.16213244,2.44E-07,-1.242560839,-0.558668247,FE,-0.893297499,9.49E-05
PLOD3,UP,0.888990749,0.172530355,5.152662824,2.57E-07,0.550837466,1.227144032,FE,0.892801456,9.49E-05
UBE2N,DN,-0.889775466,0.172748708,-5.150692461,2.60E-07,-1.228356711,-0.551194221,FE,-0.899623289,9.49E-05
CCNH,DN,-0.888823964,0.173559211,-5.121156961,3.04E-07,-1.228993768,-0.54865416,FE,-0.901602273,0.000106495
CDH8,DN,-0.902087884,0.176284712,-5.11722131,3.10E-07,-1.24759957,-0.556576198,FE,-0.902852547,0.000106495
PAIP1,DN,-0.873344021,0.17306105,-5.046450494,4.50E-07,-1.212537446,-0.534150596,FE,-0.89359024,0.00015004
VBP1,DN,-0.869018513,0.173084094,-5.020787822,5.15E-07,-1.208257104,-0.529779922,FE,-0.865599054,0.000162152
INSM1,DN,-0.878025738,0.175010224,-5.016996832,5.25E-07,-1.221039474,-0.535012003,FE,-0.970975637,0.000162152
SLITRK5,DN,-0.87347286,0.174200577,-5.014178925,5.33E-07,-1.214899717,-0.532046004,FE,-0.88617373,0.000162152
SCRN1,DN,-0.868470643,0.173339512,-5.01022897,5.44E-07,-1.208209842,-0.528731443,FE,-0.831511134,0.000162152
FJX1,DN,-0.870625565,0.174005506,-5.003436885,5.63E-07,-1.211670088,-0.529581041,FE,-0.91705736,0.000163666
SH3BP4,UP,0.868150084,0.174321254,4.980173473,6.35E-07,0.526486705,1.209813463,FE,0.880164803,0.000176219
ERC2,DN,-0.874865579,0.175693166,-4.979508311,6.37E-07,-1.219217856,-0.530513302,FE,-0.975638658,0.000176219
PTPRK,UP,0.863037644,0.173865392,4.963826529,6.91E-07,0.522267738,1.20380755,FE,0.893900786,0.000186519
PSMD2,DN,-0.854358466,0.172584061,-4.950390322,7.41E-07,-1.19261701,-0.516099922,FE,-0.876395155,0.000195221
PAN2,UP,0.851036352,0.1726544,4.929132135,8.26E-07,0.512639946,1.189432758,FE,0.824370355,0.000212759
RBM3,DN,-0.84824605,0.172437799,-4.919142173,8.69E-07,-1.186217925,-0.510274174,FE,-0.813248777,0.00021436
DLD,DN,-0.849770027,0.17275357,-4.918972302,8.70E-07,-1.188360803,-0.511179251,FE,-0.877116427,0.00021436
LIN7B,DN,-0.84769117,0.173784213,-4.877837604,1.07E-06,-1.188301969,-0.507080371,FE,-0.9141447,0.000258645
HTR2A,DN,-0.844299245,0.174449768,-4.839784275,1.30E-06,-1.186214507,-0.502383982,FE,-0.935370344,0.000306916
SLC25A32,DN,-0.847916014,0.175497758,-4.831492001,1.36E-06,-1.191885299,-0.503946729,FE,-1.020466884,0.000313451
IMP4,DN,-0.845902405,0.17535767,-4.823868857,1.41E-06,-1.189597123,-0.502207686,FE,-0.825794316,0.000319165
RIMS3,DN,-0.838861203,0.174345734,-4.811481087,1.50E-06,-1.180572563,-0.497149843,FE,-0.95448777,0.000328995
ANKRD28,UP,0.833490386,0.173283378,4.809984634,1.51E-06,0.493861206,1.173119566,FE,0.889397319,0.000328995
GFRA1,DN,-0.825940852,0.171974128,-4.802704109,1.57E-06,-1.16300395,-0.488877755,FE,-0.804062004,0.000334753
PRPS1,DN,-0.833622791,0.173726545,-4.798476766,1.60E-06,-1.174120563,-0.493125019,FE,-0.955428672,0.000335564
SMPX,DN,-0.825588624,0.172792846,-4.777909763,1.77E-06,-1.164256378,-0.48692087,FE,-0.868119511,0.00036501
SMPD3,DN,-0.831657908,0.174792236,-4.757979696,1.96E-06,-1.174244395,-0.489071422,FE,-0.920335525,0.000382279
SEZ6L,DN,-0.819202129,0.172219931,-4.756720816,1.97E-06,-1.15674699,-0.481657267,FE,-0.851912959,0.000382279
SCN3B,DN,-0.828486341,0.174226422,-4.755227881,1.98E-06,-1.169963854,-0.487008828,FE,-0.915927948,0.000382279
NGFRAP1,DN,-0.82041525,0.172557748,-4.754438793,1.99E-06,-1.158622221,-0.482208279,FE,-0.853358791,0.000382279
DHRS7B,DN,-0.823031201,0.173256804,-4.750354287,2.03E-06,-1.162608296,-0.483454105,FE,-0.941881148,0.000383581
NME5,DN,-0.820406511,0.173450346,-4.729921434,2.25E-06,-1.160362943,-0.480450079,FE,-0.813586942,0.000417327
SHOC2,DN,-0.820490645,0.174061574,-4.713795384,2.43E-06,-1.161645062,-0.479336229,FE,-0.884704662,0.000444484
C3orf14,DN,-0.813605814,0.172935201,-4.70468596,2.54E-06,-1.15255258,-0.474659047,FE,-0.910301004,0.000454348
CRYAB,UP,0.819905385,0.174342326,4.702847579,2.57E-06,0.478200706,1.161610065,FE,0.809407692,0.000454348
TASP1,DN,-0.814668674,0.173824856,-4.686721423,2.78E-06,-1.155359131,-0.473978218,FE,-0.77248055,0.000484078
LPPR4,DN,-0.810473261,0.173302629,-4.676635687,2.92E-06,-1.150140172,-0.470806349,FE,-0.870359222,0.000500791
PNPO,DN,-0.800349322,0.171564206,-4.665013417,3.09E-06,-1.136608986,-0.464089657,FE,-0.793265295,0.000518046
HIST1H2AC,UP,0.809768547,0.173715455,4.661465187,3.14E-06,0.469292511,1.150244582,FE,0.867952258,0.000518046
GSS,DN,-0.800085487,0.171774525,-4.657765668,3.20E-06,-1.13675737,-0.463413604,FE,-0.791171126,0.000518046
CD2BP2,DN,-0.805074134,0.172852521,-4.657578205,3.20E-06,-1.14385885,-0.466289418,FE,-0.817510046,0.000518046
TPBG,DN,-0.803387866,0.172946645,-4.645293144,3.40E-06,-1.142357062,-0.46441867,FE,-0.86250888,0.000533066
GABRB1,DN,-0.806532543,0.173634673,-4.64499705,3.40E-06,-1.146850248,-0.466214838,FE,-0.811182457,0.000533066
DHDDS,DN,-0.802180025,0.172770817,-4.643029635,3.43E-06,-1.140804604,-0.463555445,FE,-0.896189136,0.000533066
SIRT2,UP,0.79350991,0.171157894,4.63612802,3.55E-06,0.458046602,1.128973219,FE,0.783052266,0.00054372
C3orf18,DN,-0.804806984,0.17377771,-4.631244039,3.63E-06,-1.145405037,-0.464208931,FE,-0.853157691,0.000549284
KCNJ2,UP,0.79957014,0.173289812,4.614063171,3.95E-06,0.459928349,1.13921193,FE,0.850021695,0.000588879
CHD5,DN,-0.790829876,0.171918103,-4.600038401,4.22E-06,-1.127783167,-0.453876586,FE,-0.788957223,0.00062177
CASP6,UP,0.786564157,0.172988087,4.546926722,5.44E-06,0.447513736,1.125614578,FE,0.837964864,0.000776824
CNIH3,DN,-0.786577741,0.173002119,-4.546636444,5.45E-06,-1.125655664,-0.447499818,FE,-0.810728159,0.000776824
TCP11L1,DN,-0.777090376,0.17109176,-4.541950903,5.57E-06,-1.112424064,-0.441756687,FE,-0.795100526,0.000776824
KIF3C,DN,-0.779288124,0.171619818,-4.540781668,5.60E-06,-1.115656787,-0.442919461,FE,-0.790578273,0.000776824
RBM4B,UP,0.784911889,0.172880655,4.540195034,5.62E-06,0.446072033,1.123751746,FE,0.82155428,0.000776824
RBKS,DN,-0.781146805,0.172211202,-4.535981364,5.73E-06,-1.118674559,-0.44361905,FE,-0.780832767,0.000782951
CAMLG,DN,-0.780329653,0.172276607,-4.52951604,5.91E-06,-1.117985598,-0.442673709,FE,-0.752858648,0.000797683
CEP135,UP,0.774741297,0.171177411,4.525955209,6.01E-06,0.439239736,1.110242859,FE,0.809097162,0.000801423
ANKRD6,DN,-0.783564892,0.173218933,-4.523552243,6.08E-06,-1.123067761,-0.444062022,FE,-0.794294148,0.000801423
RFK,DN,-0.787706369,0.174264487,-4.520177231,6.18E-06,-1.129258488,-0.446154249,FE,-0.903960812,0.000804756
LMO3,DN,-0.779741101,0.172592815,-4.517807423,6.25E-06,-1.118016803,-0.4414654,FE,-0.758691258,0.000804756
AJAP1,DN,-0.777846143,0.172286953,-4.514829063,6.34E-06,-1.115522365,-0.44016992,FE,-0.788533157,0.000806979
PTS,DN,-0.780476262,0.173141752,-4.507729944,6.55E-06,-1.119827861,-0.441124663,FE,-0.765585098,0.000822526
ZNF692,UP,0.78476384,0.17417099,4.505709246,6.62E-06,0.443394973,1.126132708,FE,0.766341507,0.000822526
RUNDC3B,DN,-0.774631383,0.171997113,-4.503746429,6.68E-06,-1.111739529,-0.437523236,FE,-0.774836948,0.000822526
IL17RB,UP,0.766546922,0.170628326,4.492495129,7.04E-06,0.432121549,1.100972295,FE,0.749156016,0.000857893
LDB2,DN,-0.779832331,0.173876115,-4.484988234,7.29E-06,-1.120623255,-0.439041407,FE,-0.842184514,0.000875235
OCRL,DN,-0.776424392,0.17316613,-4.483696614,7.34E-06,-1.115823771,-0.437025013,FE,-0.811726884,0.000875235
FKBP1B,DN,-0.768796235,0.171852742,-4.473575606,7.69E-06,-1.105621421,-0.43197105,FE,-0.764847019,0.000908164
HMP19,DN,-0.777098513,0.174279591,-4.458918619,8.24E-06,-1.118680235,-0.435516792,FE,-0.876481725,0.000962504
WDR47,DN,-0.771325727,0.173219989,-4.45286789,8.47E-06,-1.110830666,-0.431820787,FE,-0.812519213,0.000979939
PSMD14,DN,-0.771008568,0.173311268,-4.448692681,8.64E-06,-1.110692411,-0.431324725,FE,-0.751412886,0.000986086
CMAS,DN,-0.766760451,0.172438845,-4.446564525,8.73E-06,-1.104734377,-0.428786525,FE,-0.832198581,0.000986086
ATP6V0D1,DN,-0.766064738,0.172341188,-4.445047334,8.79E-06,-1.10384726,-0.428282217,FE,-0.873293415,0.000986086
PSEN2,DN,-0.765143961,0.172586525,-4.433393387,9.28E-06,-1.103407335,-0.426880587,FE,-0.702103383,0.001030743
PLD3,DN,-0.760838857,0.172039562,-4.422464501,9.76E-06,-1.098030203,-0.423647511,FE,-0.83653177,0.001051932
NFATC3,UP,0.766006862,0.173217714,4.422220117,9.77E-06,0.42650638,1.105507343,FE,0.856972616,0.001051932
VRK1,DN,-0.767629329,0.173631551,-4.421024417,9.82E-06,-1.107940916,-0.427317741,FE,-0.76246664,0.001051932
CERK,DN,-0.761647265,0.172291027,-4.420701876,9.84E-06,-1.099331472,-0.423963058,FE,-0.799498556,0.001051932
PEG10,DN,-0.75701167,0.17150477,-4.413939462,1.02E-05,-1.093154842,-0.420868499,FE,-0.79981087,0.001075208
TRPV2,DN,-0.762552085,0.172904075,-4.410260932,1.03E-05,-1.101437844,-0.423666326,FE,-0.783671735,0.001083511
TERF2IP,DN,-0.764909967,0.173526406,-4.408032106,1.04E-05,-1.105015473,-0.424804462,FE,-0.922879303,0.001084675
NDUFA9,DN,-0.753221528,0.171535101,-4.391063528,1.13E-05,-1.089424149,-0.417018907,FE,-0.813943283,0.001147095
SCG2,DN,-0.764174608,0.17410907,-4.389056856,1.14E-05,-1.105422116,-0.422927101,FE,-0.896554227,0.001147095
SYT1,DN,-0.75301807,0.171606412,-4.38805322,1.14E-05,-1.089360458,-0.416675683,FE,-0.77945957,0.001147095
DCTN3,DN,-0.752685635,0.17154593,-4.387662444,1.15E-05,-1.08890948,-0.41646179,FE,-0.80948387,0.001147095
NAP1L2,DN,-0.763164638,0.173994414,-4.386144477,1.15E-05,-1.104187423,-0.422141853,FE,-0.862400047,0.001147095
FBXL15,DN,-0.756092004,0.172554156,-4.381766414,1.18E-05,-1.094291934,-0.417892073,FE,-0.832867579,0.001153166
AMPH,DN,-0.75195999,0.171633017,-4.381208246,1.18E-05,-1.088354522,-0.415565458,FE,-0.783137467,0.001153166
CDK5,DN,-0.751255184,0.171805893,-4.37269742,1.23E-05,-1.087988546,-0.414521822,FE,-0.868499973,0.00118769
CBLN1,DN,-0.755308253,0.172798023,-4.371046833,1.24E-05,-1.093986155,-0.41663035,FE,-0.830185336,0.00118769
CACNB3,DN,-0.755592568,0.173336252,-4.359114498,1.31E-05,-1.095325379,-0.415859757,FE,-0.784291643,0.001243785
PBX1,DN,-0.754673976,0.173335005,-4.353846345,1.34E-05,-1.094404342,-0.41494361,FE,-0.815192526,0.001263453
C12orf10,DN,-0.754530381,0.173390103,-4.351634651,1.35E-05,-1.094368738,-0.414692023,FE,-0.852610073,0.00126572
CACNA2D2,DN,-0.749046396,0.172377546,-4.345382641,1.39E-05,-1.086900178,-0.411192614,FE,-0.821956367,0.001282714
SYNGR3,DN,-0.743607928,0.171136614,-4.345112998,1.39E-05,-1.079029528,-0.408186327,FE,-0.786129799,0.001282714
PTPRU,DN,-0.750482644,0.172831608,-4.342276575,1.41E-05,-1.089226372,-0.411738916,FE,-0.81459692,0.001288912
SRD5A1,DN,-0.748492816,0.172550511,-4.337818589,1.44E-05,-1.086685604,-0.410300028,FE,-0.775786528,0.001299532
LBH,DN,-0.745396499,0.171929867,-4.335468371,1.45E-05,-1.082372846,-0.408420153,FE,-0.824173155,0.001299532
DCX,DN,-0.746319222,0.172152623,-4.335218421,1.46E-05,-1.083732163,-0.408906281,FE,-0.7360635,0.001299532
PYGL,DN,-0.741782548,0.171198505,-4.332879814,1.47E-05,-1.077325453,-0.406239643,FE,-0.773696869,0.001303157
ZBTB16,UP,0.744663351,0.172057778,4.327984236,1.50E-05,0.407436303,1.0818904,FE,0.755079926,0.001322126
SNX10,DN,-0.74936256,0.173405545,-4.321445205,1.55E-05,-1.089231182,-0.409493937,FE,-0.78797122,0.001351454
GNG3,DN,-0.740643795,0.171612799,-4.315784125,1.59E-05,-1.076998701,-0.404288889,FE,-0.802983444,0.001375977
ERBB2IP,UP,0.739430583,0.171409539,4.313823997,1.60E-05,0.40347406,1.075387106,FE,0.80439102,0.001377722
DMXL2,DN,-0.742290248,0.172152166,-4.311826378,1.62E-05,-1.079702292,-0.404878204,FE,-0.738607567,0.001379779
RGS4,DN,-0.737690374,0.171399588,-4.303921511,1.68E-05,-1.073627393,-0.401753354,FE,-0.768204967,0.001419297
GPRASP1,DN,-0.739322134,0.17190768,-4.300692879,1.70E-05,-1.076254995,-0.402389273,FE,-0.776796492,0.001429468
DDX25,DN,-0.734216235,0.171126743,-4.290482131,1.78E-05,-1.069618488,-0.398813981,FE,-0.752838752,0.001485801
HN1,DN,-0.738127736,0.172217007,-4.286032775,1.82E-05,-1.075666867,-0.400588605,FE,-0.826026853,0.001504793
HMGCR,DN,-0.733225589,0.171255573,-4.281469956,1.86E-05,-1.068880343,-0.397570834,FE,-0.751174742,0.001524857
RAD52,UP,0.727844949,0.170098461,4.278962584,1.88E-05,0.394458092,1.061231805,FE,0.744015068,0.001531039
PLAA,DN,-0.731761635,0.171204651,-4.274192504,1.92E-05,-1.067316584,-0.396206685,FE,-0.676796463,0.001547916
SMAP1,DN,-0.729421094,0.170731413,-4.272330918,1.93E-05,-1.064048514,-0.394793674,FE,-0.70586377,0.001547916
MAP2,DN,-0.733587765,0.171729497,-4.271763314,1.94E-05,-1.070171394,-0.397004136,FE,-0.748460117,0.001547916
MSX1,UP,0.728631989,0.170834438,4.265135288,2.00E-05,0.393802643,1.063461334,FE,0.795346821,0.001579639
CD22,UP,0.734997118,0.172367997,4.264115901,2.01E-05,0.397162051,1.072832184,FE,0.69895545,0.001579639
IFT57,DN,-0.728301509,0.171135441,-4.255702407,2.08E-05,-1.06372081,-0.392882208,FE,-0.761803169,0.001622608
PCYOX1L,DN,-0.730174548,0.171610903,-4.254826093,2.09E-05,-1.066525738,-0.393823359,FE,-0.763985129,0.001622608
FGF12,DN,-0.730507008,0.17174233,-4.253505871,2.10E-05,-1.067115789,-0.393898227,FE,-0.754298598,0.001622608
ANXA6,DN,-0.732506013,0.172417748,-4.248437422,2.15E-05,-1.070438589,-0.394573436,FE,-0.855512063,0.001648536
SALL1,UP,0.729211879,0.17188859,4.24235186,2.21E-05,0.392316433,1.066107324,FE,0.731802361,0.001672621
RAB36,DN,-0.72606455,0.171153813,-4.242175717,2.21E-05,-1.06151986,-0.390609241,FE,-0.768113789,0.001672621
FIBP,DN,-0.725749725,0.171148719,-4.240462506,2.23E-05,-1.06119505,-0.3903044,FE,-0.761410469,0.001674277
DDHD2,DN,-0.725233219,0.1713366,-4.232797997,2.31E-05,-1.061046786,-0.389419653,FE,-0.720438008,0.00171121
LRRC49,DN,-0.728919158,0.172215246,-4.232605281,2.31E-05,-1.066454837,-0.391383479,FE,-0.744535705,0.00171121
CCK,DN,-0.730673909,0.173320589,-4.215736361,2.49E-05,-1.070376021,-0.390971797,FE,-0.846413298,0.001832314
HIGD1A,DN,-0.720058813,0.17090811,-4.213134257,2.52E-05,-1.055032553,-0.385085073,FE,-0.741759597,0.00183837
RGS6,DN,-0.721338803,0.171266724,-4.211786065,2.53E-05,-1.057015414,-0.385662191,FE,-0.765533757,0.00183837
MAGED1,DN,-0.72558387,0.172321702,-4.210635473,2.55E-05,-1.063328199,-0.387839541,FE,-0.706243859,0.00183837
ASL,DN,-0.724460286,0.172114967,-4.209164946,2.56E-05,-1.061799422,-0.387121149,FE,-0.786922923,0.001838663
BASP1,DN,-0.730138516,0.173608695,-4.205656376,2.60E-05,-1.070405306,-0.389871726,FE,-0.78172033,0.001855679
MOAP1,DN,-0.724197689,0.172256421,-4.204184,2.62E-05,-1.06181407,-0.386581308,FE,-0.761072564,0.001856125
BSN,DN,-0.719950608,0.171477131,-4.198522585,2.69E-05,-1.05603961,-0.383861607,FE,-0.787181765,0.001876785
IDI1,DN,-0.722270819,0.1721555,-4.195455977,2.72E-05,-1.059689398,-0.384852241,FE,-0.712627258,0.001876785
PNMAL1,DN,-0.721561798,0.172002377,-4.195068769,2.73E-05,-1.058680262,-0.384443335,FE,-0.796700855,0.001876785
MAN2A1,UP,0.726815802,0.17328808,4.194263116,2.74E-05,0.387177407,1.066454198,FE,0.74136539,0.001876785
AMIGO2,DN,-0.721568195,0.172042253,-4.194133614,2.74E-05,-1.058764815,-0.384371576,FE,-0.861152257,0.001876785
LXN,DN,-0.716623372,0.170895624,-4.193339515,2.75E-05,-1.05157264,-0.381674105,FE,-0.762675437,0.001876785
NUPR1,UP,0.716461093,0.171008825,4.189614745,2.79E-05,0.381289956,1.051632231,FE,0.725095844,0.001883017
ASB6,DN,-0.72457163,0.173009585,-4.188043281,2.81E-05,-1.063664186,-0.385479074,FE,-0.704742756,0.001883017
GAP43,DN,-0.725340006,0.173211464,-4.187598149,2.82E-05,-1.064828237,-0.385851775,FE,-0.911494511,0.001883017
MAGEL2,DN,-0.719163401,0.171753444,-4.187184742,2.82E-05,-1.055793965,-0.382532836,FE,-0.814016669,0.001883017
STX12,DN,-0.713680625,0.170594645,-4.183487855,2.87E-05,-1.048039985,-0.379321265,FE,-0.676932437,0.00189837
ACOT7,DN,-0.722378288,0.172706909,-4.182683219,2.88E-05,-1.060877609,-0.383878968,FE,-0.868729421,0.00189837
HNRNPH3,UP,0.71557986,0.171908173,4.162570338,3.15E-05,0.378646033,1.052513686,FE,0.725856622,0.002061643
KIFAP3,DN,-0.711882636,0.171104648,-4.160510215,3.18E-05,-1.047241584,-0.376523688,FE,-0.812923915,0.002068373
GABBR2,DN,-0.710543358,0.170865026,-4.158506703,3.20E-05,-1.045432656,-0.37565406,FE,-0.71744502,0.002069753
RELN,UP,0.717850232,0.172653657,4.157747042,3.21E-05,0.379455283,1.056245182,FE,0.759826112,0.002069753
ACTR10,DN,-0.719660805,0.17322592,-4.154463753,3.26E-05,-1.059177369,-0.380144241,FE,-0.763068674,0.002087834
TIMM23,DN,-0.708579498,0.170984896,-4.144105791,3.41E-05,-1.043703736,-0.37345526,FE,-0.703197836,0.002151871
CNTN6,DN,-0.711630014,0.171725961,-4.143986207,3.41E-05,-1.048206713,-0.375053315,FE,-0.699286686,0.002151871
TMEM35,DN,-0.713554264,0.172202227,-4.143699393,3.42E-05,-1.051064427,-0.376044101,FE,-0.79348577,0.002151871
PRR14,UP,0.714953729,0.172650623,4.14104343,3.46E-05,0.376564726,1.053342733,FE,0.723641928,0.002164916
AFG3L2,DN,-0.703504607,0.170354479,-4.129651364,3.63E-05,-1.03739325,-0.369615963,FE,-0.768927668,0.002246817
ZNF226,DN,-0.708089782,0.17152546,-4.128190549,3.66E-05,-1.044273506,-0.371906058,FE,-0.777323981,0.002246817
SLC7A8,DN,-0.70652214,0.17116904,-4.127628112,3.67E-05,-1.042007293,-0.371036987,FE,-0.728440735,0.002246817
BDNF,DN,-0.704632833,0.170723895,-4.127324015,3.67E-05,-1.039245519,-0.370020147,FE,-0.663594856,0.002246817
CDK5R2,DN,-0.709495156,0.171987054,-4.125282334,3.70E-05,-1.046583588,-0.372406724,FE,-0.790784335,0.002246817
GCH1,DN,-0.715670896,0.173495144,-4.125019757,3.71E-05,-1.05571513,-0.375626663,FE,-0.832557837,0.002246817
BCAS2,DN,-0.711356301,0.172795592,-4.116750267,3.84E-05,-1.050029439,-0.372683163,FE,-0.814795437,0.002316549
NRXN1,DN,-0.711876591,0.17314079,-4.111547539,3.93E-05,-1.051226304,-0.372526877,FE,-0.823496173,0.002356848
LOC100129361,DN,-0.705550137,0.171662478,-4.110101072,3.95E-05,-1.042002412,-0.369097862,FE,-0.77868925,0.002359178
PPCS,DN,-0.699200059,0.170506527,-4.100723141,4.12E-05,-1.033386711,-0.365013408,FE,-0.677643498,0.002440908
DDX11,UP,0.697203679,0.170057669,4.099807346,4.13E-05,0.363896773,1.030510585,FE,0.741406774,0.002440908
SLC9A6,DN,-0.70179371,0.171229615,-4.098553336,4.16E-05,-1.037397589,-0.366189832,FE,-0.736862928,0.002441452
NECAP1,DN,-0.703460323,0.171868357,-4.093018249,4.26E-05,-1.040316113,-0.366604532,FE,-0.738081386,0.002487604
MID1IP1,UP,0.707229185,0.172851841,4.091533999,4.29E-05,0.368445802,1.046012568,FE,0.702337458,0.002490743
PDXK,DN,-0.696585429,0.170669082,-4.081497479,4.47E-05,-1.031090684,-0.362080175,FE,-0.721994317,0.002587533
NR4A2,DN,-0.6999934,0.17182739,-4.073817327,4.62E-05,-1.036768896,-0.363217903,FE,-0.797002336,0.00266083
APOO,DN,-0.694566978,0.170628182,-4.0706463,4.69E-05,-1.02899207,-0.360141886,FE,-0.717999706,0.00268369
SPCS3,DN,-0.701443501,0.172516293,-4.065955085,4.78E-05,-1.039569222,-0.363317779,FE,-0.788962842,0.002716247
MRTO4,DN,-0.6986023,0.171837029,-4.065493358,4.79E-05,-1.035396688,-0.361807912,FE,-0.739949207,0.002716247
MPI,DN,-0.694780829,0.170987536,-4.063341964,4.84E-05,-1.029910241,-0.359651417,FE,-0.766451203,0.002727777
PEX19,DN,-0.69243482,0.170501905,-4.061155916,4.88E-05,-1.026612413,-0.358257227,FE,-0.690844161,0.002729783
GRIA1,DN,-0.695040974,0.171156117,-4.060859683,4.89E-05,-1.030500798,-0.359581149,FE,-0.697869176,0.002729783
AHNAK2,DN,-0.697558485,0.171896959,-4.058003644,4.95E-05,-1.034470333,-0.360646637,FE,-0.790442388,0.002749828
ATF4,UP,0.694380988,0.171223803,4.055399861,5.00E-05,0.3587885,1.029973476,FE,0.681441466,0.002767078
TRIM58,DN,-0.692095651,0.170944433,-4.048658601,5.15E-05,-1.027140584,-0.357050718,FE,-0.788068278,0.002830128
THOC1,UP,0.690193134,0.170508224,4.047858331,5.17E-05,0.356003157,1.024383112,FE,0.641394531,0.002830128
PAFAH1B1,DN,-0.686457843,0.169946171,-4.039266309,5.36E-05,-1.019546217,-0.353369468,FE,-0.676077101,0.002893233
ELOVL6,DN,-0.693850506,0.171782372,-4.039125181,5.37E-05,-1.03053777,-0.357163243,FE,-0.743248804,0.002893233
MDH2,DN,-0.69018435,0.17094196,-4.037536189,5.40E-05,-1.025224435,-0.355144265,FE,-0.734759179,0.002893233
ATP8A2,DN,-0.690968513,0.171137502,-4.037504963,5.40E-05,-1.026391853,-0.355545173,FE,-0.745107936,0.002893233
MRPL15,DN,-0.690445297,0.171048199,-4.036554026,5.42E-05,-1.025693607,-0.355196987,FE,-0.742963416,0.002893233
PSMD12,DN,-0.690210822,0.171014012,-4.035989891,5.44E-05,-1.025392126,-0.355029519,FE,-0.733136803,0.002893233
NRXN3,DN,-0.698324382,0.173161255,-4.032798115,5.51E-05,-1.037714205,-0.358934559,FE,-0.815857687,0.002897989
